 a b max[expba,impab]
 BRA CZE          111.315127900
 CZE BRA          44.3045285176
 BRA ITA          83.0709909705
 ITA BRA          171.680048006
 BRA YUG          7.75329249058
 YUG BRA          6.09187267117
 BRA GRC          5.53806606470
 GRC BRA          16.6141981941
 BRA FIN          33.2283963882
 FIN BRA          77.5329249058
 BRA SWD          265.827171106
 SWD BRA          243.674906847
 BRA NOR          77.5329249058
 NOR BRA          88.6090570352
 BRA DEN          44.3045285176
 DEN BRA          116.299387359
 BRA ICE          1.66141981941
 ICE BRA          3.87664624529
 BRA SAF          16.6141981941
 SAF BRA          44.3045285176
 TUR BRA          33.2283963882
 IRQ BRA          5.53806606470
 EGY BRA          18.2756180135
 SYR BRA          5.53806606470
 LEB BRA          4.43045285176
 ISR BRA          16.6141981941
 CHN BRA          16.6141981941
 BRA MON       3.876646245290E-02
 MON BRA       3.876646245290E-02
 BRA JPN          11.0761321294
 JPN BRA          60.9187267117
 BRA IND          5.53806606470
 BRA BHU         0.110761321294
 BHU BRA         0.110761321294
 BRA PAK          11.0761321294
 SRI BRA          1.66141981941
 THI BRA          5.53806606470
 PHI BRA          5.53806606470
 BRA AUL          5.53806606470
 AUL BRA          55.3806606470
 NEW BRA          1.10761321294
 BOL CHL          17.6664307464
 CHL BOL         0.553806606470
 BOL ARG          59.7003521775
 ARG BOL          11.6299387359
 BOL URU          3.87664624529
 BOL UKG          23.7583034176
 UKG BOL          175.002887645
 BOL NTH          1.21837453423
 NTH BOL          2.21522642588
 BOL BEL          8.19633777576
 BEL BOL          5.31654342211
 BOL LUX         0.332283963882
 LUX BOL         0.221522642588
 BOL FRN          1.66141981941
 FRN BOL         0.553806606470
 BOL SWZ          7.75329249058
 BOL SPN          6.09187267117
